Sentence #	Word	Lemma	Pos	Tag
	.	.	Z	O
Sentence: 41	"	"	Z	O
	Utisak	utisak	Ncmsn	O
	je	biti	Var3s	O
	da	da	Cs	O
	su	biti	Var3p	O
	koraci	korak	Ncmpn	O
	preduzeti	preduzeti	Appmpny	O
	prema	prema	Sl	O
	medijima	medij	Ncmpl	O
	,	,	Z	O
	za	za	Sa	O
	koje	koji	Pi-mpa	O
	su	biti	Var3p	O
	izrečene	izreći	Appfpny	O
	presude	presuda	Ncfpn	O
	,	,	Z	O
	selektivni	selektivan	Agpmpny	O
	,	,	Z	O
	te	te	Cc	O
	da	da	Cs	O
	institucije	institucija	Ncfpn	O
	ne	ne	Qz	O
	koriste	koristiti	Vmr3p	O
	iste	isti	Agpmpay	O
	metode	metod	Ncmpa	O
	u	u	Sl	O
	sprovođenju	sprovođenje	Ncnsl	O
	zakona	zakon	Ncmpg	O
	prema	prema	Sl	O
	svim	sav	Agpmply	O
	medijima	medij	Ncmpl	O
	"	"	Z	O
	,	,	Z	O
	rekla	reći	Vmp-sf	O
	direktorka	direktorka	Ncfsn	O
	Medijskog	medijski	Agpmsgy	B-org
	instituta	institut	Ncmsg	I-org
	Makedonije	Makedonija	Npfsg	I-org
	Biljana	Biljana	Npfsn	B-per
	Petkovska	Petkovska	Npfsn	I-per
	za	za	Sa	O
	SETimes	SETimes	Xf	B-org
	.	.	Z	O
Sentence: 42	Neki	neki	Pi-mpn	O
	novinari	novinar	Ncmpn	O
	,	,	Z	O
	a	a	Cc	O
	posebno	posebno	Rgp	O
	bivši	bivši	Agpmpny	O
	zaposleni	zaposlen	Agpmpny	O
	u	u	Sa	O
	A1	a1	Xf	B-org
	TV	TV	Ncmsn	I-org
	,	,	Z	O
	tvrde	tvrditi	Vmr3p	O
	da	da	Cs	O
	taj	taj	Pd-msn	O
	slučaj	slučaj	Ncmsn	O
	,	,	Z	O
	pod	pod	Si	O
	nazivom	naziv	Ncmsi	O
	"	"	Z	O
	Paukova	paukov	Aspfsny	B-misc
	mreža	mreža	Ncfsn	I-misc
	"	"	Z	O
	,	,	Z	O
	predstavlja	predstavljati	Vmr3s	O
	borbu	borba	Ncfsa	O
	između	između	Sg	O
	vlade	vlada	Ncfsg	O
	i	i	Cc	O
	tada	tada	Rgp	O
	najmoćnije	moćan	Agsfsgy	O
	TV	tv	Ncmsn	O
	stanice	stanica	Ncfsg	O
	u	u	Sl	O
	Makedoniji	Makedonija	Npfsl	B-loc
	,	,	Z	O
	koja	koji	Pi-fsn	O
	je	biti	Var3s	O
	kritikovala	kritikovati	Vmp-sf	O
	njenu	njen	Ps3fsa	O
	politiku	politika	Ncfsa	O
	i	i	Cc	O
	podržavala	podržavati	Vmp-sf	O
	opoziciju	opozicija	Ncfsa	O
	.	.	Z	O
Sentence: 43	"	"	Z	O
	Trenutni	trenutan	Agpmsny	O
	politički	politički	Agpmsny	O
	establišment	establišment	Ncmsn	O
	staviće	staviti	Vmf3s	O
	pod	pod	Sa	O
	potpunu	potpun	Agpfsay	O
	kontrolu	kontrola	Ncfsa	O
	svaku	svaki	Pi-fsa	O
	slobodnu	slobodan	Agpfsay	O
	misao	misao	Ncfsa	O
	i	i	Cc	O
	svako	svaki	Pi-nsa	O
	mišljenje	mišljenje	Ncnsa	O
	koje	koji	Pi-nsn	O
	je	biti	Var3s	O
	protiv	protiv	Sg	O
	njega	on	Pp3msg	O
	.	.	Z	O
Sentence: 44	Njegov	njegov	Ps3msn	O
	cilj	cilj	Ncmsn	O
	,	,	Z	O
	a	a	Cc	O
	danas	danas	Rgp	O
	se	sebe	Px--sa	O
	to	taj	Pd-nsn	O
	i	i	Cc	O
	pokazalo	pokazati	Vmp-sn	O
	,	,	Z	O
	bio	biti	Vap-sm	O
	je	biti	Var3s	O
	da	da	Cs	O
	ućutka	ućutkati	Vmr3s	O
	A1	a1	Xf	B-org
	TV	tv	Ncmsn	I-org
	i	i	Cc	O
	Veliju	Velija	Npmsay	B-per
	Ramkovskog	Ramkovski	Npmsay	I-per
	,	,	Z	O
	kao	kao	Cs	O
	nosioce	nosilac	Ncmpa	O
	borbe	borba	Ncfsg	O
	protiv	protiv	Sg	O
	diktature	diktatura	Ncfsg	O
	[	[	Z	O
	premijera	premijer	Ncmsg	O
	]	]	Z	O
	Nikole	Nikola	Npmsg	B-per
	Gruevskog	Gruevski	Npmsg	I-per
	"	"	Z	O
	,	,	Z	O
	kaže	kazati	Vmr3s	O
	bivši	bivši	Agpmsny	O
	urednik	urednik	Ncmsn	O
	A1	a1	Xf	B-org
	TV	TV	Ncmsn	I-org
	i	i	Cc	O
	poslanik	poslanik	Ncmsn	O
	opozicione	opozicioni	Agpfsgy	O
	Sandžačke	sandžački	Agpfsgy	B-org
	lige	liga	Ncfsg	I-org
	Safet	Safet	Npmsn	B-per
	Biševac	Biševac	Npmsn	I-per
	.	.	Z	O
Sentence: 45	Zvaničnici	zvaničnik	Ncmpn	O
	su	biti	Var3p	O
	odgovorili	odgovoriti	Vmp-pm	O
	da	da	Cs	O
	je	biti	Var3s	O
	A1	a1	Xf	B-org
	TV	TV	Ncmsn	I-org
	tretirana	tretirati	Appfsny	O
	isto	isto	Rgp	O
	kao	kao	Cs	O
	bilo	bilo	Qo	O
	koja	koji	Pi-fsn	O
	druga	drugi	Mlofsn	O
	organizacija	organizacija	Ncfsn	O
	,	,	Z	O
	a	a	Cc	O
	Ramkovski	Ramkovski	Npmsn	B-per
	je	biti	Var3s	O
	kriv	kriv	Agpmsnn	O
	za	za	Sa	O
	višegodišnje	višegodišnji	Agpfpay	O
	kriminalne	kriminalan	Agpfpay	O
	aktivnosti	aktivnost	Ncfpa	O
	.	.	Z	O
Sentence: 46	"	"	Z	O
	Ovo	ovaj	Pd-nsn	O
	je	biti	Var3s	O
	beskompromisna	beskompromisan	Agpfsny	O
	borba	borba	Ncfsn	O
	protiv	protiv	Sg	O
	kriminala	kriminal	Ncmsg	O
	i	i	Cc	O
	korupcije	korupcija	Ncfsg	O
	,	,	Z	O
	koji	koji	Pi-mpn	O
	postoje	postojati	Vmr3p	O
	u	u	Sl	O
	svim	sav	Agpfply	O
	zemljama	zemlja	Ncfpl	O
	,	,	Z	O
	ali	ali	Cc	O
	čije	čiji	Pi-nsn	O
	sankcionisanje	sankcionisanje	Ncnsn	O
	zavisi	zavisiti	Vmr3s	O
	uglavnom	uglavnom	Rgp	O
	od	od	Sg	O
	političke	politički	Agpfsgy	O
	volje	volja	Ncfsg	O
	relevantnih	relevantan	Agpmpgy	O
	faktora	faktor	Ncmpg	O
	i	i	Cc	O
	sposobnosti	sposobnost	Ncfsg	O
	institucija	institucija	Ncfpg	O
	da	da	Cs	O
	nezavisno	nezavisno	Rgp	O
	obavljaju	obavljati	Vmr3p	O
	svoj	svoj	Px-msan	O
	rad	rad	Ncmsan	O
	"	"	Z	O
	,	,	Z	O
	rekao	reći	Vmp-sm	O
	je	biti	Var3s	O
	poslanik	poslanik	Ncmsn	O
	vladajuće	vladajući	Agpfsgy	O
	VMRO	VMRO	Npmsn	B-org
	Antonio	Antonio	Npmsn	B-per
	Milososki	Milososki	Npmsn	I-per
	za	za	Sa	O
	SETimes	SETimes	Xf	B-org
	.	.	Z	O
Sentence: 47	Tužioci	tužilac	Ncmpn	O
	su	biti	Var3p	O
	izveli	izvesti	Vmp-pm	O
	25	25	Mdc	O
	svedoka	svedok	Ncmpg	O
	,	,	Z	O
	koji	koji	Pi-mpn	O
	su	biti	Var3p	O
	rekli	reći	Vmp-pm	O
	da	da	Cs	O
	je	biti	Var3s	O
	Ramkovski	Ramkovski	Npmsn	B-per
	izbegao	izbeći	Vmp-sm	O
	da	da	Cs	O
	plati	platiti	Vmr3s	O
	4,5	4,5	Mdc	O
	miliona	milion	Ncmpg	O
	evra	evro	Ncmpg	O
	poreza	porez	Ncmsg	O
	i	i	Cc	O
	da	da	Cs	O
	je	biti	Var3s	O
	stekao	steći	Vmp-sm	O
	17,5	17,5	Mdc	O
	miliona	milion	Ncmpg	O
	evra	evro	Ncmpg	O
	kroz	kroz	Sa	O
	prevaru	prevara	Ncfsa	O
	--	--	Z	O
	kao	kao	Cs	O
	što	što	Cs	O
	je	biti	Var3s	O
	izdavanje	izdavanje	Ncnsn	O
	računa	račun	Ncmsg	O
	sa	sa	Si	O
	lažnim	lažan	Agpmsiy	O
	sadržajem	sadržaj	Ncmsi	O
	.	.	Z	O
Sentence: 48	Ramkovski	Ramkovski	Npmsn	B-per
	je	biti	Var3s	O
	delovao	delovati	Vmp-sm	O
	preko	preko	Sg	O
	svojih	svoj	Px-fpg	O
	15	15	Mdc	O
	firmi	firma	Ncfpg	O
	--	--	Z	O
	koje	koji	Pi-fpn	O
	takođe	takođe	Rgp	O
	posluju	poslovati	Vmr3p	O
	u	u	Sl	O
	Turskoj	Turska	Npfsl	B-loc
	i	i	Cc	O
	SAD	SAD	Npmsn	B-loc
	--	--	Z	O
	čije	čiji	Pi-nsn	O
	je	biti	Var3s	O
	sedište	sedište	Ncnsa	O
	naveo	navesti	Vmp-sm	O
	na	na	Sl	O
	adresi	adresa	Ncfsl	O
	A1	a1	Xf	B-org
	TV	TV	Ncmsn	I-org
	.	.	Z	O
Sentence: 49	Prema	prema	Sl	O
	rečima	reč	Ncfpl	O
	predsednice	predsednica	Ncfsg	O
	makedonskog	makedonski	Agpmsgy	O
	ogranka	ogranak	Ncmsg	O
	Transparensi	Transparensi	Npmsg	B-org
	Internešnala	Internešnal	Npmsg	I-org
	Slađane	Slađane	Npfsg	B-per
	Taseve	Taseve	Npfsg	I-per
	,	,	Z	O
	više	mnogo	Rgc	O
	brine	brinuti	Vmr3s	O
	to	taj	Pd-nsn	O
	što	što	Pi3n-n	O
	je	biti	Var3s	O
	vlada	vlada	Ncfsn	O
	zamrzla	zamrznuti	Vmp-sf	O
	i	i	Cc	O
	zaplenila	zapleniti	Vmp-sf	O
	sredstva	sredstvo	Ncnpa	O
	A1	a1	Xf	B-org
	TV	TV	Ncmsn	I-org
	.	.	Z	O
Sentence: 50	Taseva	Taseva	Npfsn	B-per
	kaže	kazati	Vmr3s	O
	da	da	Cs	O
	je	biti	Var3s	O
	Transparensi	Transparensi	Npmsn	B-org
	podneo	podneti	Vmp-sm	O
	zahtev	zahtev	Ncmsan	O
	Ustavnom	ustavan	Agpmsdy	B-org
	sudu	sud	Ncmsd	I-org
	Makedonije	Makedonija	Npfsg	I-org
	da	da	Cs	O
	preispita	preispitati	Vmr3s	O
	zakonitost	zakonitost	Ncfsa	O
	zaplene	zaplena	Ncfsg	O
	.	.	Z	O
Sentence: 51	"	"	Z	O
	Uverena	uveren	Agpfsny	O
	sam	biti	Var1s	O
	da	da	Cs	O
	će	hteti	Var3s	O
	Paukova	paukov	Aspfsny	B-misc
	mreža	mreža	Ncfsn	I-misc
	imati	imati	Vmn	O
	svoj	svoj	Px-msan	O
	epilog	epilog	Ncmsan	O
	na	na	Sl	O
	međunarodnim	međunarodni	Agpmply	O
	sudovima	sud	Ncmpl	O
	"	"	Z	O
	,	,	Z	O
	rekla	reći	Vmp-sf	O
	je	biti	Var3s	O
	Taseva	Taseva	Npfsn	B-per
	.	.	Z	O
Sentence: 52	Drugi	drugi	Mlompn	O
	,	,	Z	O
	kao	kao	Cs	O
	što	što	Cs	O
	je	biti	Var3s	O
	novinarska	novinarski	Agpfsny	O
	veteranka	veteranka	Ncfsn	O
	Mirka	Mirka	Npfsn	B-per
	Velinovska	Velinovska	Npfsn	I-per
	,	,	Z	O
	tvrde	tvrditi	Vmr3p	O
	da	da	Cs	O
	ne	ne	Qz	O
	postoje	postojati	Vmr3p	O
	argumenti	argument	Ncmpn	O
	koji	koji	Pi-mpn	O
	potkrepljuju	potkrepljivati	Vmr3p	O
	pritužbe	pritužba	Ncfpa	O
	vezane	vezan	Agpfpay	O
	za	za	Sa	O
	slobodu	sloboda	Ncfsa	O
	medija	medij	Ncmpg	O
	.	.	Z	O
Sentence: 53	"	"	Z	O
	Da	da	Cs	O
	li	li	Qq	O
	želite	želeti	Vmr2p	O
	da	da	Cs	O
	se	sebe	Px--sa	O
	zakon	zakon	Ncmsn	O
	poštuje	poštovati	Vmr3s	O
	ili	ili	Cc	O
	ne	ne	Qz	O
	?	?	Z	O
Sentence: 54	Sloboda	sloboda	Ncfsn	O
	govora	govor	Ncmsg	O
	u	u	Sl	O
	Makedoniji	Makedonija	Npfsl	B-loc
	je	biti	Var3s	O
	živa	živ	Agpfsny	O
	i	i	Cc	O
	zdrava	zdrav	Agpfsny	O
	,	,	Z	O
	a	a	Cc	O
	novinari	novinar	Ncmpn	O
	sa	sa	Sg	O
	A1	a1	Xf	B-org
	TV	TV	Ncmsn	I-org
	koji	koji	Pi-mpn	O
	su	biti	Var3p	O
	ostali	ostati	Vmp-pm	O
	bez	bez	Sg	O
	posla	posao	Ncmsg	O
	sada	sada	Rgp	O
	ponovo	ponovo	Rgp	O
	rade	raditi	Vmr3p	O
	u	u	Sl	O
	svojoj	svoj	Px-fsl	O
	profesiji	profesija	Ncfsl	O
	.	.	Z	O
Sentence: 55	Neki	neki	Pi-mpn	O
	...	...	Z	O
	su	biti	Var3p	O
	dobili	dobiti	Vmp-pm	O
	novčanu	novčan	Agpfsay	O
	podršku	podrška	Ncfsa	O
	iz	iz	Sg	O
	inostranstva	inostranstvo	Ncnsg	O
	i	i	Cc	O
	otvorili	otvoriti	Vmp-pm	O
	sopstvene	sopstven	Agpmpay	O
	medije	medij	Ncmpa	O
	;	;	Z	O
	drugi	drugi	Mlompn	O
	su	biti	Var3p	O
	zaposleni	zaposliti	Appmpny	O
	u	u	Sl	O
	domaćim	domaći	Agpmply	O
	medijima	medij	Ncmpl	O
	.	.	Z	O
Sentence: 56	Kako	kako	Cs	O
	je	biti	Var3s	O
	tu	tu	Rgp	O
	onda	onda	Rgp	O
	potisnuta	potisnuti	Appfsny	O
	sloboda	sloboda	Ncfsn	O
	medija	medij	Ncmpg	O
	?	?	Z	O
	"	"	Z	O
	rekla	reći	Vmp-sf	O
	je	biti	Var3s	O
	Velinovska	Velinovska	Npfsn	B-per
	za	za	Sa	O
	SETimes	SETimes	Xf	B-org
	.	.	Z	O
Sentence: 57	Član	član	Ncmsn	O
	Predsedništva	predsedništvo	Ncnsg	B-org
	BiH	BiH	Npmsn	I-org
	Komšić	Komšić	Npmsn	B-per
	podneo	podneti	Vmp-sm	O
	ostavku	ostavka	Ncfsa	O
	u	u	Sl	O
	svojoj	svoj	Px-fsl	O
	stranci	stranka	Ncfsl	O
Sentence: 58	Član	član	Ncmsn	O
	Predsedništva	predsedništvo	Ncnsg	B-org
	BiH	BiH	Npmsn	I-org
	Željko	Željko	Npmsn	B-per
	Komšić	Komšić	Npmsn	I-per
	okrenuo	okrenuti	Vmp-sm	O
	je	biti	Var3s	O
	leđa	leđa	Ncnpa	O
	vladajućoj	vladajući	Agpfsdy	O
	Socijaldemokratskoj	socijaldemokratski	Agpfsdy	B-org
	partiji	partija	Ncfsd	I-org
	,	,	Z	O
	uzdrmavši	uzdrmati	Rr	O
	političku	politički	Agpfsay	O
	scenu	scena	Ncfsa	O
	u	u	Sl	O
	zemlji	zemlja	Ncfsl	O
	.	.	Z	O
Sentence: 59	Željko	Željko	Npmsn	B-per
	Komšić	Komšić	Npmsn	I-per
	nastaviće	nastaviti	Vmf3s	O
	da	da	Cs	O
	obavlja	obavljati	Vmr3s	O
	funkciju	funkcija	Ncfsa	O
	člana	član	Ncmsg	O
	tročlanog	tročlan	Agpnsgy	O
	Predsedništva	predsedništvo	Ncnsg	B-org
	BiH	BiH	Npmsn	I-org
	.	.	Z	O
Sentence: 60	Član	član	Ncmsn	O
	Predsedništva	predsedništvo	Ncnsg	B-org
	Bosne	Bosna	Npfsg	I-org
	i	i	Cc	I-org
	Hercegovine	Hercegovina	Npfsg	I-org
	(	(	Z	O
	BiH	BiH	Npmsn	B-loc
	)	)	Z	O
	Željko	Željko	Npmsn	B-per
	Komšić	Komšić	Npmsn	I-per
	podneo	podneti	Vmp-sm	O
	je	biti	Var3s	O
	u	u	Sa	O
	utorak	utorak	Ncmsan	O
	(	(	Z	O
	20.	20.	Mdo	O
	marta	mart	Ncmsg	O
	)	)	Z	O
	ostavku	ostavka	Ncfsa	O
	na	na	Sa	O
	mesto	mesto	Ncnsa	O
	potpredsednika	potpredsednik	Ncmpg	O
	Socijaldemokratske	socijaldemokratski	Agpfsgy	B-org
	partije	partija	Ncfsg	I-org
	(	(	Z	O
	SDP	SDP	Npmsn	B-org
	)	)	Z	O
	i	i	Cc	O
	dugogodišnjeg	dugogodišnji	Agpmsgy	O
	člana	član	Ncmsg	O
	najvišeg	visok	Agsnsgy	O
	rukovodstva	rukovodstvo	Ncnsg	O
	stranke	stranka	Ncfsg	O
	.	.	Z	O
Sentence: 61	Komšić	Komšić	Npmsn	B-per
	,	,	Z	O
	hrvatski	hrvatski	Agpmsny	O
	član	član	Ncmsn	O
	tročlanog	tročlan	Agpnsgy	O
	Predsedništva	predsedništvo	Ncnsg	B-org
	,	,	Z	O
	jedan	jedan	Mlcmsn	O
	je	biti	Var3s	O
	od	od	Sg	O
	najpopularnijih	popularan	Agsmpgy	O
	političara	političar	Ncmpg	O
	u	u	Sl	O
	Federciji	federacija	Ncfsl	B-loc
	Bosne	Bosna	Npfsg	I-loc
	i	i	Cc	I-loc
	Hercegovine	Hercegovina	Npfsg	I-loc
	.	.	Z	O
Sentence: 62	"	"	Z	O
	Ostajem	ostajati	Vmr1s	O
	član	član	Ncmsn	O
	Predsedništva	predsedništvo	Ncnsg	B-org
	[	[	Z	I-org
	BiH	BiH	Npmsn	I-org
	]	]	Z	I-org
	i	i	Cc	O
	nastavljam	nastavljati	Vmr1s	O
	na	na	Sl	O
	tom	taj	Pd-msl	O
	položaju	položaj	Ncmsl	O
	da	da	Cs	O
	radim	raditi	Vmr1s	O
	u	u	Sl	O
	punom	pun	Agpmsly	O
	kapacitetu	kapacitet	Ncmsl	O
	sa	sa	Si	O
	svim	sav	Agpfpiy	O
	obavezama	obaveza	Ncfpi	O
	prema	prema	Sl	O
	državi	država	Ncfsl	O
	"	"	Z	O
	,	,	Z	O
	izjavio	izjaviti	Vmp-sm	O
	je	biti	Var3s	O
	Komšić	Komšić	Npmsn	B-per
	medijima	medij	Ncmpd	O
	nakon	nakon	Cs	O
	što	što	Cs	O
	je	biti	Var3s	O
	saopštio	saopštiti	Vmp-sm	O
	da	da	Cs	O
	podnosi	podnositi	Vmr3s	O
	ostavku	ostavka	Ncfsa	O
	na	na	Sa	O
	mesto	mesto	Ncnsa	O
	u	u	Sl	O
	stranci	stranka	Ncfsl	O
	.	.	Z	O
Sentence: 63	Mada	mada	Cs	O
	iz	iz	Sg	O
	SDP-a	SDP	Npmsg	B-org
	nije	biti	Var3s	O
	bilo	biti	Vap-sn	O
	reakcija	reakcija	Ncfpg	O
	,	,	Z	O
	mnogi	mnogi	Agpmpny	O
	spekulišu	spekulisati	Vmr3p	O
	da	da	Cs	O
	Komšićev	komšićev	Aspmsnn	B-deriv-per
	nagli	nagao	Agpmsny	O
	potez	potez	Ncmsn	O
	proizlazi	proizlaziti	Vmr3s	O
	iz	iz	Sg	O
	njegovog	njegov	Ps3nsg	O
	neslaganja	neslaganje	Ncnsg	O
	sa	sa	Si	O
	predsednikom	predsednik	Ncmsi	O
	stranke	stranka	Ncfsg	O
	Zlatkom	Zlatka	Npmsi	B-per
	Lagumdžijom	Lagumdžija	Npmsi	I-per
	,	,	Z	O
	koji	koji	Pi-msn	O
	je	biti	Var3s	O
	podržao	podržati	Vmp-sm	O
	kandidaturu	kandidatura	Ncfsa	O
	srpskog	srpski	Agpmsgy	O
	ministra	ministar	Ncmsg	O
	inostranih	inostran	Agpmpgy	O
	poslova	posao	Ncmpg	O
	Vuka	Vuk	Npmsg	B-per
	Jeremića	Jeremić	Npmsg	I-per
	za	za	Sa	O
	predsedavajućeg	predsedavajući	Agpmsayy	O
	Generalne	generalan	Agpfsgy	B-org
	skupštine	skupština	Ncfsg	I-org
	UN	UN	Npmsn	I-org
	.	.	Z	O
Sentence: 64	Poseta	poseta	Ncfsn	O
	predsednika	predsednik	Ncmpg	O
	SDP	SDP	Npmsn	B-org
	Beogradu	Beograd	Npmsd	B-loc
	prošle	prošli	Agpfsgy	O
	nedelje	nedelja	Ncfsg	O
	bila	biti	Vap-sf	O
	je	biti	Var3s	O
	vrhunac	vrhunac	Ncmsn	O
	neslaganja	neslaganje	Ncnsg	O
	,	,	Z	O
	jer	jer	Cs	O
	je	biti	Var3s	O
	Lagumdžija	Lagumdžija	Npmsn	B-per
	ignorisao	ignorisati	Vmp-sm	O
	protivljenje	protivljenje	Ncnsa	O
	Komšića	Komšić	Npmsg	B-per
	i	i	Cc	O
	članova	član	Ncmpg	O
	i	i	Cc	O
	pristalica	pristalica	Ncmpg	O
	stranke	stranka	Ncfsg	O
	njegovoj	njegov	Ps3fsd	O
	podršci	podrška	Ncfsd	O
	Jeremiću	Jeremić	Npmsd	B-per
	.	.	Z	O
Sentence: 65	"	"	Z	O
	Dobro	dobro	Rgp	O
	je	biti	Var3s	O
	da	da	Cs	O
	se	sebe	Px--sa	O
	postigne	postignuti	Vmr3s	O
	konsenzus	konsenzus	Ncmsn	O
	i	i	Cc	O
	da	da	Cs	O
	imamo	imati	Vmr1p	O
	jednog	jedan	Mlcmsay	O
	kandidata	kandidat	Ncmsay	O
	.	.	Z	O
Sentence: 66	Mi	mi	Pp1-pn	O
	treba	trebati	Vmr3s	O
	da	da	Cs	O
	...	...	Z	O
	damo	dati	Vmr1p	O
	podršku	podrška	Ncfsa	O
	Jeremiću	Jeremić	Npmsd	B-per
	.	.	Z	O
Sentence: 67	U	u	Sl	O
	suprotnom	suprotan	Agpmsly	O
	ćemo	hteti	Var1p	O
	biti	biti	Van	O
	neozbiljni	neozbiljan	Agpmpny	O
	političari	političar	Ncmpn	O
	bez	bez	Sg	O
	zajedničkog	zajednički	Agpmsgy	O
	stava	stav	Ncmsg	O
	"	"	Z	O
	,	,	Z	O
	rekao	reći	Vmp-sm	O
	je	biti	Var3s	O
	Lagumdžija	Lagumdžija	Npmsn	B-per
	novinarima	novinar	Ncmpd	O
	u	u	Sl	O
	Beogradu	Beograd	Npmsl	B-loc
	posle	posle	Sg	O
	sastanka	sastanak	Ncmsg	O
	sa	sa	Si	O
	Jeremićem	Jeremić	Npmsi	B-per
	14.	14.	Mdo	O
	marta	mart	Ncmsg	O
	.	.	Z	O
Sentence: 68	SDP	SDP	Npmsn	B-org
	je	biti	Var3s	O
	postao	postati	Vmp-sm	O
	najjača	jak	Agsfsny	O
	stranka	stranka	Ncfsn	O
	na	na	Sl	O
	političkoj	politički	Agpfsly	O
	sceni	scena	Ncfsl	O
	u	u	Sl	O
	BiH	BiH	Npmsn	B-loc
	na	na	Sl	O
	poslednjim	poslednji	Agpmply	O
	opštim	opšti	Agpmply	O
	izborima	izbor	Ncmpl	O
	2010.	2010.	Mdo	O
	godine	godina	Ncfsg	O
	.	.	Z	O
Sentence: 69	Ironično	ironičan	Agpnsny	O
	je	biti	Var3s	O
	da	da	Cs	O
	su	biti	Var3p	O
	se	sebe	Px--sa	O
	rezultati	rezultat	Ncmpn	O
	tih	taj	Pd-mpg	O
	izbora	izbor	Ncmpg	O
	našli	naći	Vmp-pm	O
	u	u	Sl	O
	centru	centar	Ncmsl	O
	tenzija	tenzija	Ncfpg	O
	u	u	Sl	O
	stranci	stranka	Ncfsl	O
	.	.	Z	O
Sentence: 70	Mnogi	mnogi	Agpmpny	O
	članovi	član	Ncmpn	O
	stranke	stranka	Ncfsg	O
	misle	misliti	Vmr3p	O
	da	da	Cs	O
	je	biti	Var3s	O
	Lagumdžijina	Lagumdžijin	Aspfsny	B-deriv-per
	odluka	odluka	Ncfsn	O
	da	da	Cs	O
	uđe	ući	Vmr3s	O
	u	u	Sa	O
	koaliciju	koalicija	Ncfsa	O
	sa	sa	Si	O
	Strankom	stranka	Ncfsi	B-org
	demokratske	demokratski	Agpfsgy	I-org
	akcije	akcija	Ncfsg	I-org
	(	(	Z	O
	SDA	SDA	Npmsn	B-org
	)	)	Z	O
	bila	biti	Vap-sf	O
	autokratska	autokratski	Agpfsny	O
	--	--	Z	O
	i	i	Cc	O
	posmatrana	posmatrati	Appfsny	O
	je	biti	Var3s	O
	kao	kao	Cs	O
	potpuna	potpun	Agpfsny	O
	izdaja	izdaja	Ncfsn	O
	od	od	Sg	O
	strane	strana	Ncfsg	O
	većine	većina	Ncfsg	O
	stranačkih	stranački	Agpmpgy	O
	krugova	krug	Ncmpg	O
	i	i	Cc	O
	građana	građanin	Ncmpg	O
	koji	koji	Pi-mpn	O
	su	biti	Var3p	O
	podržali	podržati	Vmp-pm	O
	SPD	SDP	Npmsn	B-org
	na	na	Sl	O
	izborima	izbor	Ncmpl	O
	.	.	Z	O
Sentence: 71	"	"	Z	O
	Lagumdžija	Lagumdžija	Npmsn	B-per
	i	i	Cc	O
	Komšić	Komšić	Npmsn	B-per
	su	biti	Var3p	O
	upropastili	upropastiti	Vmp-pm	O
	SDP	SDP	Npmsn	B-org
	pretvorivši	pretvoriti	Rr	O
	je	biti	Var3s	O
	u	u	Sa	O
	taoca	talac	Ncmsay	O
	ličnih	ličan	Agpfpgy	O
	političkih	politički	Agpfpgy	O
	želja	želja	Ncfpg	O
	.	.	Z	O
Sentence: 72	Njihov	njihov	Ps3msn	O
	sukob	sukob	Ncmsn	O
	je	biti	Var3s	O
	samo	samo	Rgp	O
	pokazatelj	pokazatelj	Ncmsn	O
	neodgovornosti	neodgovornost	Ncfsg	O
	države	država	Ncfsg	O
	"	"	Z	O
	,	,	Z	O
	rekao	reći	Vmp-sm	O
	je	biti	Var3s	O
	za	za	Sa	O
	SETimes	SETimes	Xf	B-org
	profesor	profesor	Ncmsn	O
	Filozofskog	filozofski	Agpmsgy	B-org
	fakulteta	fakultet	Ncmsg	I-org
	u	u	Sl	I-org
	Sarajevu	Sarajevo	Npnsl	I-org
	Enver	Enver	Npmsn	B-per
	Kazaz	Kazaz	Npmsn	I-per
	.	.	Z	O
Sentence: 73	Sukobi	sukob	Ncmpn	O
	u	u	Sl	O
	SDP	SDP	Npmsn	B-org
	su	biti	Var3p	O
	prisutni	prisutan	Agpmpny	O
	odavno	odavno	Rgp	O
	.	.	Z	O
Sentence: 74	Mnogi	mnogi	Agpmpny	O
	istaknuti	istaknut	Agpmpny	O
	članovi	član	Ncmpn	O
	su	biti	Var3p	O
	otišli	otići	Vmp-pm	O
	iz	iz	Sg	O
	stranke	stranka	Ncfsg	O
	.	.	Z	O
Sentence: 75	"	"	Z	O
	Stranka	stranka	Ncfsn	O
	zaboravlja	zaboravljati	Vmr3s	O
	principe	princip	Ncmpa	O
	socijaldemokratije	socijaldemokratija	Ncfsg	O
	.	.	Z	O
Sentence: 76	To	taj	Pd-nsn	O
	je	biti	Var3s	O
	njeno	njen	Ps3nsn	O
	temeljno	temeljan	Agpnsny	O
	načelo	načelo	Ncnsn	O
	i	i	Cc	O
	ova	ovaj	Pd-npn	O
	dešavanja	dešavanje	Ncnpn	O
	u	u	Sl	O
	stranci	stranka	Ncfsl	O
	su	biti	Var3p	O
	cena	cena	Ncfsn	O
	tog	taj	Pd-msg	O
	čina	čin	Ncmsg	O
	"	"	Z	O
	,	,	Z	O
	kaže	kazati	Vmr3s	O
	za	za	Sa	O
	SETimes	SETimes	Xf	B-org
	Senad	Senad	Npmsn	B-per
	Pećanac	Pećanac	Npmsn	I-per
	,	,	Z	O
	bivši	bivši	Agpmsny	O
	član	član	Ncmsn	O
	SDP	SDP	Npmsn	B-org
	.	.	Z	O
Sentence: 77	Sulejman	Sulejman	Npmsn	B-per
